0x803d64,Name,Description,ID,Support Class,Portrait,Map Portrait,Affinity,Unit Sort Order,Lv,HP,Atk,Skl,Spd,Def,Res,Luck,Con,Sword,Lance,Axe,Bow,Staff,Anima,Light,Dark,HP Growth,Atk Growth,Skl Growth,Spd Growth,Def Growth,Res Growth,Luck Growth,N/A,N/A,N/A,N/A,N/A,CharClassAbility,Support Data Ptr,N/A (Conversation Group),Thunder,Wind,N/A,
0x4C Gerrard,Name_Gerrard,Desc_Gerrard,0x4c,0x17,0x37,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,12,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x4D Cimbaeth,Name_Cimbaeth,Desc_Cimbaeth,0x4d,0x18,0x38,0x0,NoAffinity,0x0,10,10,3,3,3,3,1,0,15,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x4E Munnir,Name_Munnir,Desc_Munnir,0x4e,0x18,0x39,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,16,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x4F Burkaul,Name_Burkaul,Desc_Burkaul,0x4f,0x24,0x3a,0x0,NoAffinity,0x0,14,14,2,6,3,5,1,0,9,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x50 Sandima,Name_Sandima,Desc_Sandima,0x50,0x7a,0xE0,0x0,NoAffinity,0x0,10,10,1,3,3,1,3,0,9,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,ARank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x51 Elliot,Name_Elliot,Desc_Elliot,0x51,0x36,0x3b,0x0,NoAffinity,0x0,15,15,4,4,4,4,1,0,9,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x52 Graham,Name_Graham,Desc_Graham,0x52,0x36,0x3c,0x0,NoAffinity,0x0,15,15,6,9,5,1,-2,0,9,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x53 Phillip,Name_Phillip,Desc_Phillip,0x53,0x43,0xD1,0x0,NoAffinity,0x0,14,14,4,4,4,4,1,0,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x54 Bordeaux,Name_Bordeaux,Desc_Bordeaux,0x54,0x43,0xC3,0x0,NoAffinity,0x0,18,18,5,5,5,5,1,0,14,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x55 Banquo,Name_Banquo,Desc_Banquo,0x55,0x38,0xBB,0x0,NoAffinity,0x0,18,18,4,3,3,7,1,0,13,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x56 Ross,Name_Ross,Desc_Ross,0x56,0x2c,0xCD,0x0,NoAffinity,0x0,16,16,2,1,6,0,0,0,9,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x57 Macbeth,Name_Macbeth,Desc_Macbeth,0x57,0x43,0x4F,0x0,NoAffinity,0x0,22,22,6,6,6,6,2,0,12,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x58 Waltz,Name_Waltz,Desc_Waltz,0x58,0x32,0xC5,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x59 Elling,Name_Elling,Desc_Elling,0x59,0x51,0xC4,0x0,NoAffinity,0x0,6,6,0,-1,4,6,13,0,7,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x5A Payne,Name_Payne,Desc_Payne,0x5a,0x12,0x32,0x0,NoAffinity,0x0,15,15,3,4,3,1,2,0,8,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x5B Zane,Name_Zane,Desc_Zane,0x5b,0x36,0x3e,0x0,NoAffinity,0x0,21,21,6,6,6,6,2,0,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x5C Chagall,Name_Chagall,Desc_Chagall,0x5c,0x43,0xD4,0x0,NoAffinity,0x0,10,15,5,4,5,3,5,0,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x5D Lino,Name_Lino,Desc_Lino,0x5d,0x33,0xEC,0x0,NoAffinity,0x0,17,17,5,8,6,5,2,0,7,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x5E Jacobin,Name_Jacobin,Desc_Jacobin,0x5e,0xe,0xD8,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x5F Estrella,Name_Estrella,Desc_Estrella,0x5f,0x7b,0xCC,0x0,NoAffinity,0x0,21,21,0,7,6,5,4,0,6,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x60 Othello,Name_Othello,Desc_Othello,0x60,0x36,0xD0,0x0,NoAffinity,0x0,22,22,3,7,7,6,6,0,12,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x61 Papillon,Name_Papillon,Desc_Papillon,0x61,0x4a,0xDC,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x62 Pizare,Name_Pizare,Desc_Pizare,0x62,0x18,0xED,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,13,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x63 Duvall,Name_Duvall,Desc_Duvall,0x63,0x20,0xCA,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,14,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x64 Cuvuli,Name_Cuvuli,Desc_Cuvuli,0x64,0x77,0xC6,0x0,NoAffinity,0x0,22,22,2,6,6,2,6,0,9,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x65 Marlon,Name_Marlon,Desc_Marlon,0x65,0xe,0xCE,0x0,NoAffinity,0x0,23,23,6,6,6,7,2,0,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x66 Snevejr,Name_Snevejr,Desc_Snevejr,0x66,0x57,0x4c,0x0,NoAffinity,0x0,16,16,2,6,5,5,5,0,8,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x67 Dithorba,Name_Dithorba,Desc_Dithorba,0x67,0x46,0x122,0x0,NoAffinity,0x0,21,21,6,6,6,6,2,0,7,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x68 Myos,Name_Myos,Desc_Myos,0x68,0x44,0x30,0x0,NoAffinity,0x0,22,22,2,6,6,2,6,0,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x69 Ivan,Name_Ivan,Desc_Ivan,0x69,0x55,0xD7,0x0,NoAffinity,0x0,15,2,5,5,2,5,5,0,8,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x6A Pamela,Name_Pamela,Desc_Pamela,0x6a,0x46,0x123,0x0,NoAffinity,0x0,23,23,6,6,6,6,2,0,8,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x6B Donovan,Name_Donovan,Desc_Donovan,0x6b,0x43,0x40,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,14,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x6C Lamia,Name_Lamia,Desc_Lamia,0x6c,0xd,0x124,0x0,NoAffinity,0x0,25,25,7,7,7,7,2,0,7,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x6D Daccar,Name_Daccar,Desc_Daccar,0x6d,0x63,0x41,0x0,NoAffinity,0x0,26,26,7,7,7,2,7,0,13,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x6E Slayder,Name_Slayder,Desc_Slayder,0x6e,0x38,0x11E,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x6F Andrey,Name_Andrey,Desc_Andrey,0x6f,0x3b,0xD3,0x0,NoAffinity,0x0,22,20,6,6,6,6,2,0,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x70 Lombard,Name_Lombard,Desc_Lombard,0x70,0x63,0x125,0x0,NoAffinity,0x0,30,25,9,9,9,9,3,0,18,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x71 Magorn,Name_Magorn,Desc_Magorn,0x71,0x4e,0xC1,0x0,NoAffinity,0x0,25,30,7,7,7,7,2,0,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x72 Vaja,Name_Vaja,Desc_Vaja,0x72,0x58,0xD2,0x0,NoAffinity,0x0,21,21,4,6,6,6,4,0,6,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x73 Reptor,Name_Reptor,Desc_Reptor,0x73,0x63,0xB5,0x0,NoAffinity,0x0,30,25,9,9,9,9,3,0,13,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x74 Harold,Name_Harold,Desc_Harold,0x74,0x43,0xEB,0x0,NoAffinity,0x0,10,10,3,3,3,3,2,0,12,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x75 Schmidt,Name_Schmidt,Desc_Schmidt,0x75,0x38,0x145,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,12,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x76 Danann,Name_Danann,Desc_Danann,0x76,0x63,0x50,0x0,NoAffinity,0x0,25,15,9,7,6,8,3,0,15,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x77 Kutuzov,Name_Kutuzov,Desc_Kutuzov,0x77,0x7c,0xB6,0x0,NoAffinity,0x0,20,20,2,6,6,2,6,0,12,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x78 Liza,Name_Liza,Desc_Liza,0x78,0x54,0xDB,0x0,NoAffinity,0x0,20,20,2,6,6,2,6,0,6,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x79 Ishtore,Name_Ishtore,Desc_Ishtore,0x79,0x57,0xEA,0x0,NoAffinity,0x0,20,20,7,8,8,7,7,9,8,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x7A Javarro,Name_Javarro,Desc_Javarro,0x7a,0x32,0x13C,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x7B Bramsel,Name_Bramsel,Desc_Bramsel,0x7b,0x43,0x126,0x0,NoAffinity,0x0,16,16,4,4,4,4,1,0,14,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x7C Banba,Name_Banba,Desc_Banba,0x7c,0x52,0x127,0x0,NoAffinity,0x0,22,26,3,10,10,10,10,7,6,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,TriangleAttack|IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x7D Eriu,Name_Eriu,Desc_Eriu,0x7d,0x54,0x128,0x0,NoAffinity,0x0,22,26,3,10,10,10,10,7,6,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,TriangleAttack|IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x7E Fotla,Name_Fotla,Desc_Fotla,0x7e,0x56,0x129,0x0,NoAffinity,0x0,22,26,3,10,10,10,10,7,6,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,TriangleAttack|IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x7F Tonnamin,Name_Tonnamin,Desc_Tonnamin,0x7f,0x43,0xE9,0x0,NoAffinity,0x0,18,18,6,10,3,2,5,0,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x80 Bloom,Name_Bloom,Desc_Bloom,0x80,0x63,0xAD,0x0,NoAffinity,0x0,25,20,4,6,7,9,9,3,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x81 Muhammad,Name_Muhammad,Desc_Muhammad,0x81,0x43,0xB1,0x0,NoAffinity,0x0,25,25,7,7,7,7,2,0,15,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x82 Ovo,Name_Ovo,Desc_Ovo,0x82,0x5b,0xC8,0x0,NoAffinity,0x0,22,22,6,6,6,4,4,0,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x83 Reinhardt,Name_Reinhardt,Desc_Reinhardt,0x83,0x5b,0xB3,0x0,NoAffinity,0x0,30,30,14,15,14,13,15,27,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x84 Ishtar,Name_Ishtar,Desc_Ishtar,0x84,0x60,0xC7,0x0,NoAffinity,0x0,22,7,5,12,14,7,7,12,6,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x85 Coulter,Name_Coulter,Desc_Coulter,0x85,0x4a,0xB4,0x0,NoAffinity,0x0,19,19,5,5,5,5,1,0,17,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x86 Maykov,Name_Maykov,Desc_Maykov,0x86,0x43,0xE6,0x0,NoAffinity,0x0,24,24,7,7,7,7,2,0,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x87 Kanatz,Name_Kanatz,Desc_Kanatz,0x87,0x43,0xE5,0x0,NoAffinity,0x0,20,20,6,6,6,6,2,0,12,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x88 Distler,Name_Distler,Desc_Distler,0x88,0x43,0x12A,0x0,NoAffinity,0x0,22,22,6,6,6,6,2,0,13,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x89 Travant,Name_Travant,Desc_Travant,0x89,0x4e,0x13B,0x0,NoAffinity,0x0,30,35,9,9,9,9,3,6,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x8A Musar,Name_Musar,Desc_Musar,0x8a,0x5b,0xD9,0x0,NoAffinity,0x0,30,25,6,9,13,12,12,7,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x8B Judah,Name_Judah,Desc_Judah,0x8b,0x7c,0x146,0x0,NoAffinity,0x0,22,22,2,6,6,2,6,0,12,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x8C Leidan,Name_Leidan,Desc_Leidan,0x8c,0x2a,0xCF,0x0,NoAffinity,0x0,26,26,7,7,6,9,7,0,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x8D Lance,Name_Lance,Desc_Lance,0x8d,0x4c,0xFC,0x0,NoAffinity,0x0,25,32,9,10,12,10,10,10,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x8E Lancelot,Name_Lancelot,Desc_Lancelot,0x8e,0x36,0xFD,0x0,NoAffinity,0x0,27,27,9,12,12,11,4,14,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x8F Riddell,Name_Riddell,Desc_Riddell,0x8f,0x2c,0xE8,0x0,NoAffinity,0x0,28,25,12,12,13,12,6,15,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x90 Hilda,Name_Hilda,Desc_Hilda,0x90,0x79,0xAF,0x0,NoAffinity,0x0,25,35,7,11,12,9,15,5,7,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0x91 Morrigan,Name_Morrigan,Desc_Morrigan,0x91,0x7c,0x12D,0x0,NoAffinity,0x0,25,25,2,7,7,2,7,0,12,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x92 Zagam,Name_Zagam,Desc_Zagam,0x92,0x7c,0x147,0x0,NoAffinity,0x0,27,27,2,8,8,2,8,0,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x93 Arvis (Gen 2),Name_Arvis,Desc_Arvis,0x93,0x64,0x148,0x0,NoAffinity,0x0,30,35,12,15,15,15,15,4,10,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x94 Roberto,Name_Roberto,Desc_Roberto,0x94,0x2c,0x149,0x0,NoAffinity,0x0,26,30,12,13,15,12,13,15,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x95 Boyce,Name_Boyce,Desc_Boyce,0x95,0xc,0x57,0x0,NoAffinity,0x0,27,32,14,13,12,12,9,11,11,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x96 Rodan,Name_Rodan,Desc_Rodan,0x96,0x75,0xC9,0x0,NoAffinity,0x0,28,28,2,7,5,2,8,0,5,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x97 Juphiel,Name_Juphiel,Desc_Juphiel,0x97,0x7c,0xB0,0x0,NoAffinity,0x0,29,29,2,8,8,2,8,0,9,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
0x98 Fisher,Name_Fisher,Desc_Fisher,0x98,0x38,0xD6,0x0,NoAffinity,0x0,27,27,8,8,8,8,2,0,15,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,NoRank,NoRank,0x0,
